texto,tipo
Vanessa Guzmán presume fotos de su nueva apariencia; es puro músculo,Arte y Cultura1
Arrecia mortalidad por COVID en Oaxaca: reportan 23 decesos y 600 contagios este jueves,Arte y Cultura1
Fortalecen acciones a favor de la salud sexual responsable en Oaxaca,Arte y Cultura1
Gobierno de Oaxaca ordena cancelar festejos de Independencia por alza de covid-19,Arte y Cultura1
Casi 10 mil menores se contagiaron en regreso a clases presenciales: SSa,Arte y Cultura1
Detiene SSP a ocho personas por presuntos delitos contra la salud en zona sur,Arte y Cultura1
Alcoholizados provocan choque y volcadura en Oaxaca,Arte y Cultura1
Suman en la Mixteca 170 contagios de menores de edad durante la pandemia,Arte y Cultura1
Registra México 647 muertes más y 101 mil contagios activos por Covid,Arte y Cultura1
México suma otros 7 mil 504 casos de Covid-19 y 272 muertes,Arte y Cultura1
Se cumple derecho universal a la salud con vacunación contra COVID,Arte y Cultura1
Piden Servicios de Salud suspender festividades del mes de la patria,Arte y Cultura1
"En Oaxaca, no se detectaron casos de covid-19 en primera semana de clases: IEEPO",Arte y Cultura1
No habrá época poscovid; virus llegó para quedarse: especialista,Arte y Cultura1
"Oaxaca, sin contagios de Covid en inicio del ciclo escolar",Arte y Cultura1
Sin repuntar pandemia en menores de edad por el regreso a clases en Oaxaca,Arte y Cultura1
Reportan 358 contagios nuevos de Covid en Oaxaca,Arte y Cultura1
Llama Pensionissste a localizar cuenta Afore para mejorar ahorros,Arte y Cultura1
"Por COVID-19, registra Oaxaca 2 mil 967 contagios en una semana",Arte y Cultura1
OAXACA: trabajadores despedidos del sector salud realizan bloqueo,Bloqueos
"Para prevenir ETS, promueven los Servicios de Salud de Oaxaca sexualidad responsable",Arte y Cultura1
Riesgo de contagio por Covid en Oaxaca es medio: SSO,Arte y Cultura1
"En Oaxaca, Grito de Independencia será a puerta cerrada por covid, informa gobernador",Arte y Cultura1
Villa de Tututepec se mantendrá en semáforo rojo; no bajan los contagios por COVID-19,Arte y Cultura1
Paga el ISSSTE por adelantado 8 mmdp para comprar medicamentos,Arte y Cultura1
Rebasa México 263 mil defunciones por Covid 19,Arte y Cultura1
"Por el delito de abuso de autoridad y coalición de servidores públicos, vinculan a proceso a integrante del sindicato del sector salud: FGEO",Arte y Cultura1
Reportan casi 200 casos de COVID-19 en niños de la Mixteca; uno perdió la vida,Arte y Cultura1
"Por el delito de coalición de servidores públicos, FGEO logra vincular a proceso a servidores públicos del sector salud",Arte y Cultura1
Antorcha campesina se manifestó en Tuxtepec en apoyo a médicos y enfermeras despedidos del sector salud,Arte y Cultura1
"México, cerca de 270 mil muertes y 77 mil casos activos por Covid",Arte y Cultura1
• Ahonda Crisis en Sector Salud,Arte y Cultura1
Rebasa México 282 mil defunciones por Covid 19,Arte y Cultura1
Oaxaca confirma 424 nuevos casos de Covid-19 en 24 horas; se reportan en 90 municipios del territorio,Arte y Cultura1
"En Oaxaca, lluvias causan inundación en refinería de Pemex y aumento en nivel de presas",Arte y Cultura1
México: 20 estados estarán en fase Verde del Semáforo COVID,Arte y Cultura1
Continúa en alerta la Mixteca por brotes de Covid,Arte y Cultura1
"En Oaxaca, 2 mil trabajadores de la salud exigen recontratación",Arte y Cultura1
Confirman 28 muertes por Covid-19 en las últimas 24 horas; suman 5 mil 206,Arte y Cultura1
Más de 7 mil contagios por Covid y 434 nuevas muertes en México,Arte y Cultura1
"Por resolución de Juez Federal, vacunan vs Covid19 a 40 menores de edad en Oaxaca",Arte y Cultura1
"Reporta Oaxaca 202 nuevos casos de Covid-19; hay mil 565 activos, la mayoría en el Istmo",Arte y Cultura1
Denuncian a titular del ISSSTE por hacer proselitismo en horario laboral,Arte y Cultura1
OAXACA: Vuelven trabajadores de salud a protestar esta mañana en la zona norte de la capital Oaxaqueña,Arte y Cultura1
"Loma Bonita, a un año de la pandemia",Arte y Cultura1
"Detiene SSP a dos por presuntos delitos contra la salud, en Orizaba y Puente Nacional",Arte y Cultura1
Mueren 14 personas por Covid en Oaxaca y se contagian 305,Arte y Cultura1
Se manifiestan trabajadores de Salud durante llegada de AMLO a Salina Cruz,Arte y Cultura1
Termina semana México con 271 mil 503 muertes por Covid 19,Arte y Cultura1
'Yo lo voy a resolver'respuesta de AMLO a profesionales de la salud despedidos en la Cuenca del Papaloapan (Vídeo),Arte y Cultura1
Paga gobierno de Morelos adeudo al ISSSTE por 140 mdp,Arte y Cultura1
Eventuales de Salud piden investigar a Gabino Cué y Ulises Ruiz por irregularidades,Arte y Cultura1
Doña Marina,Arte y Cultura1
"Semáforo covid: 24 estados en amarillo; 4, en naranja y 4, en verde",Arte y Cultura1
"Presume Murat 25 visitas de AMLO a Oaxaca; se palpa en resultados positivos en salud y seguridad, afirma",Arte y Cultura1
Reportan 150 nuevos decesos por Covid-19 en Oaxaca en la última semana; confirman semáforo amarillo,Arte y Cultura1
Aquí está la ‘Carta COVID de Spartaco’ que se ha vuelto viral en los Estados Unidos,Arte y Cultura1
Muere recién nacida que fue rechazada del Hospital de la Niñez Oaxaqueña por falta de personal: IMSS,Arte y Cultura1
Mueren 12 personas por Covid en Oaxaca y se contagian 113,Arte y Cultura1
Se mantienen en semáforo rojo de Covid 4 municipios del Istmo de Oaxaca: Juchitán lleva 2 meses en alerta máxima,Arte y Cultura1
Identifica SSO 120 casos nuevos de COVID-19,Arte y Cultura1
Pacientes con VIH perjudicados con la falta de personal en CAPASITS de Salina Cruz.,Arte y Cultura1
Todas las variantes del Covid 19 están en México,Arte y Cultura1
"Conductora alcoholizada se estrella contra barda y después se ‘lleva’ dos motocicletas, en Las Choapas",Arte y Cultura1
"Empaquetada y en plantío, ejército destruye marihuana en Ensenada",Arte y Cultura1
Solicitar pruebas anticovid reactivaría sector turístico en Oaxaca,Arte y Cultura1
Gobernador de Oaxaca y directores de IMSS e INSABI se reúnen para lograr el ordenamiento del sector salud del estado,Arte y Cultura1
"Por pasarse el alto en un semáforo, detienen a mujer en Tuxtepec (VIDEO)",Arte y Cultura1
"Población penitenciaria de Oaxaca, vacunada en su totalidad contra COVID-19",Arte y Cultura1
Aprueba Congreso de Oaxaca reforma que obliga al sector Salud a garantizar el acceso al aborto,Arte y Cultura1
Acusan diputados de Oaxaca desvío de 400 mdp en sector Salud; piden a Murat resolver falta de personal,Arte y Cultura1
Rescata Marina y Protección Civil dos cuerpos buscados en la Mixteca,Arte y Cultura1
Sin registrarse nuevos contagios de Covid 19 en escuelas de Querétaro,Arte y Cultura1
Congreso de Oaxaca aprueba que instituciones públicas de salud realicen interrupción legal del embarazo gratuita,Arte y Cultura1
"Aumentan robo de transporte y feminicidios en Oaxaca, destapa Sedena",Arte y Cultura1
"Empresas fantasmas, desvío de recursos, enriquecimiento ilícito por lo que se investiga a Cuauhtémoc Blanco",Arte y Cultura1
Registran 10 municipios de la Mixteca brotes de Covid,Arte y Cultura1
Retrasan marcha trabajadores de salud en Oaxaca,Manifestaciones
"Se mantiene demanda de alcohol, precios disminuyen por ventas constantes",Arte y Cultura1
Más de 3 mil presos han sido vacunados en Oaxaca contra el coronavirus,Arte y Cultura1
"Población penitenciaria de Oaxaca, vacunada en su totalidad contra Covid 19",Arte y Cultura1
Buscan reordenar sector salud de Oaxaca y atender demandas laborales,Arte y Cultura1
Anuncia Murat investigación por contrataciones indebidas en sector salud,Arte y Cultura1
"[VIDEO] Alertan presunta captura arbitraria de hombre discapacitado y con Covid-19 en Tuxtepec; policías lo sacaron de su casa sin motivo, alega su familia",Arte y Cultura1
Registran 356 nuevos casos de Covid-19 en las últimas 24 horas en Oaxaca; hay 11 hospitales saturados,Arte y Cultura1
Marcha Coordinadora de Sindicatos de Salud en Oaxaca; instalan plantón en Casa Oficial,Arte y Cultura1
Decomisan 130 kilos de marihuana en autobús que salió de Tuxtepec,Arte y Cultura1
"COVID en fiestas patrias, se registran en Oaxaca 424 nuevos contagios",Arte y Cultura1
Vacunación COVID-19 a niños con comorbilidades inicia en segunda semana de octubre,Arte y Cultura1
Disminuye transmisión de COVID-19 en la Mixteca,Arte y Cultura1
Mueren 19 personas por Covid en Oaxaca y se contagian 211,Arte y Cultura1
Reportan mil 323 casos activos de Covid-19 en Oaxaca en últimas 24 horas; 11 hospitales continúan saturados,Arte y Cultura1
Suma México 274 mil 703 muertes por Covid-19,Arte y Cultura1
Combate Luis Antonio Ramírez prácticas de corrupción en el ISSSTE,Arte y Cultura1
Inician clases de manera virtual en Salina Cruz; temen alza de contagios por COVID-19,Arte y Cultura1
"En Oaxaca, segundo grupo de niños amparados se vacunan contra el covid-19",Arte y Cultura1
"Fundamental, el trabajo de Epidemiología en la protección de la salud: SSO",Arte y Cultura1
"Vacunan contra Covid-19 a otros 15 niños en Oaxaca, gracias a amparos contra el gobierno federal",Arte y Cultura1
Mueren 19 personas por Covid en Oaxaca y se contagian 415,Arte y Cultura1
Extrabajadores de Salud en Oaxaca piden claridad en contrataciones,Arte y Cultura1
Oaxaca suma 248 nuevos casos y 12 decesos por Covid; llega a 75 mil 97 y 5 mil 100 muertes,Arte y Cultura1
"En Querétaro, muere por Covid bebé de nueve meses de nacido",Arte y Cultura1
Marca octubre baja tendencia de contagios por COVID-19 en Oaxaca,Arte y Cultura1
SIGNAN CONVENIO CEJUM Y SECRETARIA DE SALUD,Arte y Cultura1
"En Acapulco, ya colocaron el letrero de la Secretaría de Salud federal",Arte y Cultura1
Confirman 415 nuevos casos de Covid-19 en Oaxaca; suman 75 mil 512,Arte y Cultura1
Llega a Oaxaca exbailarín que recorre las 7 maravillas del mundo para recaudar fondos para VIH,Arte y Cultura1
Suma México 263 mil 470 muertos por Covid 19,Arte y Cultura1
Liberaron a 14 militares detenidos en frontera de Chihuahua con EEUU; uno portaba marihuana,Arte y Cultura1
Payasos se adaptan para sobrevivir a la pandemia en Tuxtepec,Arte y Cultura1
La vacuna anticovid llega a La Sepultura,Arte y Cultura1
"Se duplican riesgos de infarto en adultos jóvenes consumidores de cannabis, según estudio de CMAJ",Arte y Cultura1
SEP: 88 casos de Covid tras regreso a aulas; 39 escuelas han cerrado,Arte y Cultura1
Niegan vacuna contra COVID-19 a joven con diabetes en Oaxaca,Arte y Cultura1
Registra septiembre 478 decesos por COVID en Oaxaca; supera a agosto,Arte y Cultura1
Ocupación hospitalaria por COVID en Oaxaca permanece cerca del 60%,Arte y Cultura1
Inicia campaña de sanitización 'Sumando Esfuerzos'en Huajuapan para reducir COVID-19,Arte y Cultura1
"DIF en Loma Bonita no para labores, pese a pandemia",Arte y Cultura1
"Deudores alimentarios no podrán casarse ni adoptar en Oaxaca, contempla 64 Legislatura local",Arte y Cultura1
Acuden habitantes de Huajuapan a vacunación universal contra la Covid,Arte y Cultura1
La Coyuntura | Francisco J. Sánchez | La otra pandemia,Arte y Cultura1
Logra estudiante de 13 años amparo para recibir vacuna contra Covid 19,Arte y Cultura1
Violencia contra las mujeres en Huajuapan aumentó 85% desde el inicio de la pandemia,Arte y Cultura1
Rescatan a 56 pacientes del hospital del IMSS en Tula,Arte y Cultura1
"Concluye sin COVID, 4a semana de clases presenciales en Oaxaca",Arte y Cultura1
"Amazon, Google y Zoom: los grandes ganadores de la pandemia",Arte y Cultura1
Suma Oaxaca 194 contagios por COVID-19 y 3 decesos,Arte y Cultura1
SSO reporta ascenso en casos activos de COVID-19 en Oaxaca,Arte y Cultura1
Detectan casos de COVID-19 en recién nacidos en hospital de Oaxaca de Juárez,Arte y Cultura1
Fallecimientos en hogares por Covid desfasan cifras del sector Salud: INEGI,Arte y Cultura1
Podrán realizar testamento sin costo médicos y enfermeras de Oaxaca que combaten COVID-19,Arte y Cultura1
"Miscelánea, salud y política | Judith Álamo López | Política migratoria",Arte y Cultura1
"Oaxaca, con tendencia a la baja de Covid 19: SSO",Arte y Cultura1
Aplicarán en Oaxaca primera dosis anti COVID-19 en mayores de 18 años que no se hayan vacunado,Arte y Cultura1
Sin reducirse el número de muertes maternas en Oaxaca por pandemia,Arte y Cultura1
"Marina Armada de México, ejemplo de lealtad, honestidad y patriotismo",Arte y Cultura1
"Pese a pandemia, se regulariza comercialización de piña 80% en Loma Bonita",Arte y Cultura1
Detectan más de mil alumnos con Covid en Edomex,Arte y Cultura1
Evaluará Insabi plazas para el personal de salud en Oaxaca,Arte y Cultura1
Supera México 265 mil muertes y 88 mil casos activos por Covid 19,Arte y Cultura1
Aplicarán vacunas antiCOVID para población rezagada mayor de 18 años en Huajuapan,Arte y Cultura1
Realizará AGEO charla sobre la importancia de los testamentos durante la pandemia,Arte y Cultura1
"Videojuegos podrían ayudar a superar secuelas de COVID-19, señalan expertos",Arte y Cultura1
Llega México a 100 millones de vacunas,Arte y Cultura1
"Por COVID-19, Oaxaca registra 226 decesos y 5, 684 contagios en pacientes vacunados",Arte y Cultura1
Reportan 17 decesos y 493 casos de COVID-19 en Oaxaca en 24 horas,Arte y Cultura1
Poder y Dinero | Víctor Sánchez Baños | Aterrador panorama para Pemex,Arte y Cultura1
"Oaxaca de Juárez, el municipio con más contagios por Covid",Arte y Cultura1
COVID-19 se convierte en la primera causa de muerte materna en México,Arte y Cultura1
"Vuelven a casa almas de víctimas zapotecas de Covid-19 en Oaxaca, para vivir su primer Xandú Yaá",Arte y Cultura1
Reportan 8 contagios de Covid en la Mixteca en las últimas 24 horas,Arte y Cultura1
Continúa jornada de vacunación anticovid en Nochixtlán,Arte y Cultura1
Chofer de autobús se impacta contra tractocamión de la Marina,Arte y Cultura1
Anuncia el gobernador de Oaxaca la contratación de 300 plazas en salud.,Arte y Cultura1
Automedicación puede perjudicar la salud de pacientes con dolor crónico,Arte y Cultura1
¿Sabes si tienes ‘inmunidad sobrehumana’ al COVID-19 y sus variantes?,Arte y Cultura1
Reportan 28 hospitalizados por COVID-19 en la Mixteca,Arte y Cultura1
Recomendaciones de lectura para mejorar la salud,Arte y Cultura1
Oaxaca reporta 9 hospitales saturados y mil 75 contagios nuevos de covid,Arte y Cultura1
"Vacuna anticovid, necesaria para proteger la salud y salvar la vida: Rutilio Escandón",Arte y Cultura1
Concluye 2a. semana de clases presenciales en Oaxaca sin contagios de COVID-19,Arte y Cultura1
"Oaxaca registra mil 765 casos activos de COVID-19, 12 hospitales están al 100% de capacidad",Arte y Cultura1
Mueren 29 personas por Covid en Oaxaca,Arte y Cultura1
"Contagios y muertes por COVID-19 continúa en aumento en Juchitán, van 40 defunciones",Arte y Cultura1
Registran 13 comunidades de la Mixteca brotes de Covid,Arte y Cultura1
Acumula Oaxaca 75 mil 748 contagios por Covid-19,Arte y Cultura1
Registran 9 hospitales al 100% de ocupación y 13 nuevos hospitalizados por COVID-19,Arte y Cultura1
Registra México casi 700 muertes más y 92 mil casos activos por Covid 19,Arte y Cultura1
Mueren 13 personas por Covid en Oaxaca,Arte y Cultura1
Reportan baja afluencia para vacunación anticovid en Ixcotel,Arte y Cultura1
Oaxaca reporta 15 decesos por Covid,Arte y Cultura1
Advierten Servicios de Salud de Oaxaca sobre desinformación,Arte y Cultura1
"'Ayer éramos héroes, hoy somos despedidos': protestan trabajadores de Salud de Cosolapa y Acatlán",Arte y Cultura1
Piloto oaxaqueño Jassan Martínez Fleming aparece como líder general de la categoría veteranos,Arte y Cultura1
Oaxaca sumó en septiembre 543 muertes y 9 mil 320 contagios por COVID,Arte y Cultura1
Oaxaqueños no quieren la vacuna CanSinoy no van a vacunarse.,Arte y Cultura1
"En 2 años, médicos no han dado tregua a su compromiso con la salud: UNAM",Arte y Cultura1
OAXACA: Un empleo formal demanda Sindicatos de Salud,Arte y Cultura1
Reportan 151 nuevos casos de Covid-19 en Oaxaca; 515 casos se mantienen activos,Arte y Cultura1
Aplicarán segunda dosis anticovid en municipios de la Cuenca,Arte y Cultura1
Reportan 42 muertes por Covid en Oaxaca,Arte y Cultura1
"Piden no satanizar a animales por Covid, como al murciélago: académica",Arte y Cultura1
"Loma Bonita, Oaxaca, una de las tres rutas de migración ilegal detectadas por la SEDENA; hambre, abuso policíaco y muerte, la constante en el paso de migrantes",Arte y Cultura1
Inicia en Oaxaca vacunación antiCovid de menores de edad con comorbilidades; Yuliana fue la primera,Arte y Cultura1
Logra ISSSTE remodelar y ampliar 59 unidades médicas del país,Arte y Cultura1
Oaxaca sigue en amarillo hasta el 19 de septiembre por Covid,Arte y Cultura1
Oaxaca registra 42 muertes por COVID-19; van 161 víctimas en una semana,Arte y Cultura1
Fortalece Afore Pensionissste su infraestructura en 3 años,Arte y Cultura1
Comienza campaña de vacunación anticovid para menores de entre 12 y 17 años de edad en Tuxtepec,Arte y Cultura1
"Octubre, mes de la salud integral de la Mujer en el ISSSTE",Arte y Cultura1
Serie radiofónica visibiliza a comunidades afectadas por la pandemia,Arte y Cultura1
Planteó la pandemia retos para mejorar la justicia electoral,Arte y Cultura1
Entrega ISSSTE reconocimientos a los médicos en su día,Arte y Cultura1
Sindicato desconoce al titular de los Servicios de Salud de Oaxaca,Arte y Cultura1
Detectan variante Lambda de Covid 19 en Oaxaca,Arte y Cultura1
Crucial continuar con las recomendaciones sanitarias para evitar contagios de COVID-19: SSO,Arte y Cultura1
"Llama Segego a 570 municipios de Oaxaca a cancelar fiestas patrias, ante aumento de Covid-19",Arte y Cultura1
Aparece el pez diablo en laguna de la colonia Moderna de Tuxtepec,Arte y Cultura1
Avanza contratación de trabajadores de Salud,Arte y Cultura1
México supera los 3. 5 millones de contagios de coronavirus,Arte y Cultura1
Tuxtepec: Recolectar cartones para tener leche y pañales durante la pandemia,Arte y Cultura1
Mueren 8 personas por Covid en Oaxaca,Arte y Cultura1
OAXACA: Supera niña de 2 años diversas crisis por atención en hospitales del IMSS en Oaxaca y CdMx,Arte y Cultura1
México registra 284 nuevas muertes y 4 mil 653 nuevos casos de Coronavirus,Arte y Cultura1
OAXACA: En Noviembre se aplicará la segunda dosis de AstraZeneca,Arte y Cultura1
Se registran 473 casos de VIH en Oaxaca; entre ellos 5 menores de edad,Arte y Cultura1
Se mantiene capacidad hospitalaria para Covid 19 por debajo del 40%: SSO,Arte y Cultura1
"Medicina tradicional, gran aliada en medio de la pandemia: SSO",Arte y Cultura1
"Detiene SSP a dos por presuntos delitos contra la salud, en Coatzacoalcos",Arte y Cultura1
Reconocen petroleros del Istmo mejoras de Luis Antonio en el ISSSTE,Arte y Cultura1
Suman 89 municipios de Oaxaca 548 casos activos y con potencial de contagio de Covid-19,Arte y Cultura1
México suma 4 mil 452 nuevos casos y 306 muertes por coronavirus en 24 horas,Arte y Cultura1
Aplicarán pruebas gratuitas de VIH,Arte y Cultura1
"Mujer es atacada a puñaladas por hombre alcoholizado, en Veracruz",Arte y Cultura1
Llegan a 80 mil 783 los casos de Covid-19 que se acumulan en Oaxaca desde el inicio de la pandemia,Arte y Cultura1
"Ante un episodio de migraña, acude a tu Unidad de Medicina Familiar: IMSS Chiapas",Arte y Cultura1
Piden a la población de Huajuapan suspender fiestas patrias por riesgo de contagio de COVID-19,Arte y Cultura1
En la Mixteca ha sido vacunado el 45% de la población mayor a los 18 años de edad contra la COVID,Arte y Cultura1
Oaxaca suma tres semanas sin contagios de covid-19 tras regreso a clases,Arte y Cultura1
Reportan 2 decesos por Covid y 505 contagios activos en Oaxaca,Arte y Cultura1
"Saberes ancestrales de Oaxaca, opción para enfrentar pandemia por falta de servicios médicos",Arte y Cultura1
"Vacunación anticovid para menores de 12 a 17 años inicia en Piedras Negras, Coahuila",Arte y Cultura1
Registra México mil muertes más y 77 mil casos activos por Covid 19,Arte y Cultura1
Loma Bonita: Más de 2 mil personas reciben segunda dosis de vacuna anti-COVID,Arte y Cultura1
Estudiantes de la UABJO se forman como Promotores y Promotoras de la Salud Sexual,Arte y Cultura1
Paran trabajadores de Salud de Guerrero por adeudo de fondo de ahorro,Arte y Cultura1
Propicia Covid la muerte a 39 personas más en Oaxaca,Arte y Cultura1
Suman 53 casos de Covid 19 en sector educativo en Morelos,Arte y Cultura1
Logran amparo para vacunar a 20 menores de edad contra COVID-19 en Oaxaca,Arte y Cultura1
Sigue activo COVID-19 en Oaxaca; SSO registra 39 decesos,Arte y Cultura1
Aplican segunda dosis de AstraZeneca en municipios conurbados,Arte y Cultura1
Le dan más de 7 años de cárcel por transporte de marihuana,Arte y Cultura1
"Por riesgo de Covid-19, seguirán cerrados panteones de la capital de Oaxaca este Día de Muertos",Arte y Cultura1
OAXACA: alistan trabajadores de salud paro este 15 de Septiembre por crisis financiera y aumento de despidos,Arte y Cultura1
Se triplican casos nuevos de Covid-19 en Oaxaca en las últimas 24 horas,Arte y Cultura1
Oaxaca suma 132 casos de Covid-19 y 17 muertes más por la enfermedad en 24 horas,Arte y Cultura1
Urbaneros un dolor de cabeza para las autoridades viales de Salina Cruz,Arte y Cultura1
"OAXACA: Piden apoyo urgente para persona migrante grave de salud, en Palomares",Arte y Cultura1
Anuncian segunda dosis contra Covid para habitantes de 12 municipios conurbados de Oaxaca,Arte y Cultura1
Cientos ignoran medidas contra Covid-19 y acuden al Grito de Independencia en Zócalo de Oaxaca,Arte y Cultura1
Oaxaca va por los 3 millones de personas vacunadas contra Covid: Mura,Arte y Cultura1
"Pese a promesa de AMLO, abandonan a personal de Hospital Insabi de Juchitán de primera línea Covid",Arte y Cultura1
"COMUNICADO: Detiene SSP a tres con 10 kilos marihuana, en Tihuatlán",Arte y Cultura1
Medidas sanitarias contra COVID-19 deben prevalecer en Fiestas Patrias: SSO,Arte y Cultura1
Llegan vacunas contra el Covid-19 a reclusorios de Oaxaca,Arte y Cultura1
Personal de salud protesta por el despido de 2 mil 100 trabadores en Oaxaca,Arte y Cultura1
"Economía feminista, el trabajo de cuidado y los hogares en la Pandemia.",Arte y Cultura1
Reportan 36 muertes por Covid en Oaxaca este 15 de septiembre,Arte y Cultura1
Mayor afluencia de personas en segundo día de la jornada de vacunación anticovid en Loma Bonita,Arte y Cultura1
OAXACA: por agravio y desinterés desconocen trabajadores de Salud titular de SSO.,Arte y Cultura1
Inician paro de labores en sector salud y afectan a miles de oaxaqueños,Arte y Cultura1
Despidos ponen en grave riesgo la salud del pueblo de Oaxaca,Arte y Cultura1
"En Oaxaca, cierran acceso a Palacio de Gobierno para evitar contagios de covid-19",Arte y Cultura1
Sin fecha para aplicación de segunda dosis antiCOVID para mayores de 18 en Huajuapan,Arte y Cultura1
"Miscelánea, salud y política | Judith Álamo López | Identidad histórica",Arte y Cultura1
"En Oaxaca, nueve decesos y 1565 contagios activos por Covid",Arte y Cultura1
OAXACA: continúa protesta de trabajadores de salud,Arte y Cultura1
OAXACA: Titular de la Secretaría de Salud de Oaxaca culpa a la federación de la crisis en dicho sector,Arte y Cultura1
"Vivir sin médico ni medicinas, ‘normalidad’, pese a Covid-19, de 16 comunidades de la Triqui Alta de Oaxaca",Arte y Cultura1
"En 5 días, 9 personas se contagiaron de Covid en Tlaxiaco",Arte y Cultura1
OAXACA: trabajador de IMSS es ejecutado en Huautla de Jiménez,Arte y Cultura1
Propiciará Irineo diálogo entre despedidos en los servicios de salud y las autoridades estatales,Arte y Cultura1
Serán 12 menores quienes reciban la vacuna Pfizer anticovid en Oaxaca,Arte y Cultura1
Al fin llegaron las vacunas para los niños en el istmo,Arte y Cultura1
"En Oaxaca, 18 menores ganan amparo para recibir vacuna anticovid",Arte y Cultura1
Registra México 434 muertes más y 73 mil casos activos por Covid,Arte y Cultura1
OAXACA: en Valles Centrales e Istmo protesta sector salud,Arte y Cultura1
"Tras su despido, personal de salud exige al gobernador de Oaxaca que dé la cara",Arte y Cultura1
¿Cuándo terminará la pandemia del Covid-19? OMS estima fecha,Arte y Cultura1
Organizaciones civiles solicitan garantizar atención a pacientes con VIH,Arte y Cultura1
Pandemia arrojó a más niños a trabajo en basurero de Oaxaca; también aumentó su jornada laboral,Arte y Cultura1
Pasa Guerrero a semáforo amarillo por Covid 19,Arte y Cultura1
"""Vendido"" y ""ratero"", gritan a su líder integrantes de la Sección 35 del Sindicato de Salud",Arte y Cultura1
"OAXACA: menores de edad que ganaron amparo, se vacunan hoy contra COVID-19",Arte y Cultura1
Embargan oficinas de los Servicios de Salud por falta de pago al ayuntamiento de Oaxaca,Arte y Cultura1
Reportan 14 decesos por Covid en Oaxaca,Arte y Cultura1
Vacunan a 18 menores contra la Covid en Oaxaca,Arte y Cultura1
Permanecen hospitalizadas 28 personas contagiadas de Covid en la Mixteca,Arte y Cultura1
Registra México menos de 200 muertes y 4 mil contagios más por Covid,Arte y Cultura1
"Despido de casi 3 mil empleados de salud en Oaxaca deja protestas, bloqueos y hasta huelga de hambre",Arte y Cultura1
"SLP podría regresar a semáforo amarillo, anuncia Salud",Arte y Cultura1
Fue triunfo como madre: abogada que ganó amparos para vacunas en Oaxaca,Arte y Cultura1
"Diabetes, la principal enfermedad que está matando a Loma Bonita",Arte y Cultura1
"Vacunan contra Covid a 18 niños de Oaxaca, tras ganar amparos y vencer obstáculos de la 4",Arte y Cultura1
Advierte Senado que pandemia ha estresado de más al sector salud,Arte y Cultura1
Implementará ISSSTE módulos móviles para realizar trámites en comunidades,Arte y Cultura1
"Supera Oaxaca 5 mil muertes ocasionadas por Covid-19, desde el inicio de la pandemia",Arte y Cultura1
Crecen muertes por alcoholismo en Loma Bonita,Arte y Cultura1
Registra México 765 muertes más y 68 mil contagios activos por Covid,Arte y Cultura1
Buscan lograr el ordenamiento del sector Salud de Oaxaca,Arte y Cultura1
Hay 66 mil 036 personas en Oaxaca que han superado la Covid,Arte y Cultura1
Designa junta directiva del ISSSTE a Egdar Díaz como vocal ejecutivo de Pensionissste,Arte y Cultura1
"¡Vendido!, gritan a dirigente de personal del sector salud en Oaxaca",Arte y Cultura1
Sanidad informa que rebrote de COVID en China tiene mayor proporción en casos graves,Arte y Cultura1
"Amparos y vacuna anti-Covid para niños, regalo de solidaridad; no deben politizarse: padres de Oaxaca",Arte y Cultura1
Continúa Oaxaca 15 días más en semáforo amarillo por Covid-19; registran 113 nuevos casos,Arte y Cultura1
Renovar contratos a 2 mil empleados eventuales de Salud implicaría desvío de recursos: Mura,Arte y Cultura1
"Oaxaca, con 150 municipios con contagios activos de Covid",Arte y Cultura1
Confirman 48 nuevos casos y cinco decesos por Covid-19 en Oaxaca,Arte y Cultura1
"Muere por Covid mujer embarazada en Juchitán, Oaxaca; fue rechazada en hospitales por falta de personal",Arte y Cultura1
Reportan 305 nuevos casos de Covid-19 en 65 municipios de Oaxaca; hay 11 hospitales saturados,Arte y Cultura1
AMLO se compromete a regularizar los Servicios de Salud de Oaxaca,Arte y Cultura1
Con donación multiorgánica tres personas reciben trasplante en el IMSS,Arte y Cultura1
No han pasado la prueba de alcoholímetro 228 mil personas en 18 años,Arte y Cultura1
Semar acude a ejercicio de guerra submarina con buque hecho en Oaxaca,Arte y Cultura1
Aumentan a 8 los hospitales saturados por COVID-19 en Oaxaca,Arte y Cultura1
El origen del conflicto en el sector salud de Oaxaca tiene nombres y apellidos,Arte y Cultura1
Investigarán red de corrupción en el sector salud de Oaxaca,Arte y Cultura1
Exhorta SSO a mantener disciplina para reducir contagios de Covid,Arte y Cultura1
Paciente de diabetes gasta 50% de su salario en tratamiento: FDM,Arte y Cultura1
"Reconoce Alejandro Murat respaldo del Gobierno de México en materia de salud, seguridad e inversión",Arte y Cultura1
Marcha personal eventual de Salud en Salina Cruz.,Arte y Cultura1
Ordena López Obrador mesa de salud para regularizar personal en Oaxaca,Arte y Cultura1
Registran los SSO red global médica del 58. 9% con pacientes COVID; 13 hospitales al 100% de capacidad,Arte y Cultura1
Llegan a México 1. 75 millones de dosis de Moderna desde EU,Arte y Cultura1
Reconoce Murat respaldo del Gobierno de México en salud y seguridad,Arte y Cultura1
"Feminicidio y robo de transporte, delitos al alza en Oaxaca: Sedena",Arte y Cultura1
"Tengan confianza, yo lo voy a resolver, dice AMLO a personal de salud despedido en Oaxaca",Arte y Cultura1
